UF;NOME DO MUNICÍPIO;country;population;ibgeID
RS;São Martinho da Serra;Brazil;3234;4319125
ES;São Mateus;Brazil;130611;3204906
MA;São Mateus do Maranhão;Brazil;41529;2111508
PR;São Mateus do Sul;Brazil;46261;4125605
RN;São Miguel;Brazil;23519;2412500
SP;São Miguel Arcanjo;Brazil;32931;3550209
PI;São Miguel da Baixa Grande;Brazil;2452;2210383
SC;São Miguel da Boa Vista;Brazil;1820;4217154
BA;São Miguel das Matas;Brazil;11675;2929404
RS;São Miguel das Missões;Brazil;7673;4319158
PB;São Miguel de Taipu;Brazil;7368;2515005
SE;São Miguel do Aleixo;Brazil;3930;2807006
MG;São Miguel do Anta;Brazil;6938;3163805
GO;São Miguel do Araguaia;Brazil;21993;5220207
PI;São Miguel do Fidalgo;Brazil;3039;2210391
RN;São Miguel do Gostoso;Brazil;10282;2412559
PA;São Miguel do Guamá;Brazil;58986;1507607
RO;São Miguel do Guaporé;Brazil;23005;1100320
PR;São Miguel do Iguaçu;Brazil;27452;4125704
SC;São Miguel do Oeste;Brazil;40482;4217204
GO;São Miguel do Passa Quatro;Brazil;4057;5220264
PI;São Miguel do Tapuio;Brazil;17662;2210409
TO;São Miguel do Tocantins;Brazil;12139;1720200
AL;São Miguel dos Campos;Brazil;61251;2708600
AL;São Miguel dos Milagres;Brazil;7951;2708709
RS;São Nicolau;Brazil;5265;4319208
GO;São Patrício;Brazil;2036;5220280
SP;São Paulo;Brazil;12252023;3550308
RS;São Paulo das Missões;Brazil;5790;4319307
AM;São Paulo de Olivença;Brazil;39299;1303908
RN;São Paulo do Potengi;Brazil;17579;2412609
RN;São Pedro;Brazil;5971;2412708
SP;São Pedro;Brazil;35653;3550407
MA;São Pedro da Água Branca;Brazil;12690;2111532
RJ;São Pedro da Aldeia;Brazil;104476;3305208
MT;São Pedro da Cipa;Brazil;4727;5107404
RS;São Pedro da Serra;Brazil;3801;4319356
MG;São Pedro da União;Brazil;4659;3163904
RS;São Pedro das Missões;Brazil;2009;4319364
SC;São Pedro de Alcântara;Brazil;5823;4217253
RS;São Pedro do Butiá;Brazil;2947;4319372
PR;São Pedro do Iguaçu;Brazil;5897;4125753
PR;São Pedro do Ivaí;Brazil;10981;4125803
PR;São Pedro do Paraná;Brazil;2313;4125902
PI;São Pedro do Piauí;Brazil;14291;2210508
MG;São Pedro do Suaçuí;Brazil;5246;3164100
RS;São Pedro do Sul;Brazil;16198;4319406
SP;São Pedro do Turvo;Brazil;7666;3550506
MA;São Pedro dos Crentes;Brazil;4668;2111573
MG;São Pedro dos Ferros;Brazil;7781;3164001
RN;São Rafael;Brazil;8202;2412807
MA;São Raimundo das Mangabeiras;Brazil;18868;2111607
MA;São Raimundo do Doca Bezerra;Brazil;5237;2111631
PI;São Raimundo Nonato;Brazil;34710;2210607
MA;São Roberto;Brazil;6719;2111672
MG;São Romão;Brazil;12337;3164209
SP;São Roque;Brazil;91016;3550605
MG;São Roque de Minas;Brazil;7051;3164308
ES;São Roque do Canaã;Brazil;12415;3204955
TO;São Salvador do Tocantins;Brazil;3082;1720259
AL;São Sebastião;Brazil;34152;2708808
SP;São Sebastião;Brazil;88980;3550704
PR;São Sebastião da Amoreira;Brazil;8853;4126009
MG;São Sebastião da Bela Vista;Brazil;5504;3164407
PA;São Sebastião da Boa Vista;Brazil;26640;1507706
SP;São Sebastião da Grama;Brazil;12182;3550803
MG;São Sebastião da Vargem Alegre;Brazil;3007;3164431
PB;São Sebastião de Lagoa de Roça;Brazil;11661;2515104
RJ;São Sebastião do Alto;Brazil;9357;3305307
MG;São Sebastião do Anta;Brazil;6555;3164472
RS;São Sebastião do Caí;Brazil;25685;4319505
MG;São Sebastião do Maranhão;Brazil;10044;3164506
MG;São Sebastião do Oeste;Brazil;6775;3164605
MG;São Sebastião do Paraíso;Brazil;70956;3164704
BA;São Sebastião do Passé;Brazil;44300;2929503
MG;São Sebastião do Rio Preto;Brazil;1506;3164803
MG;São Sebastião do Rio Verde;Brazil;2241;3164902
TO;São Sebastião do Tocantins;Brazil;4805;1720309
AM;São Sebastião do Uatumã;Brazil;14020;1303957
PB;São Sebastião do Umbuzeiro;Brazil;3489;2515203
RS;São Sepé;Brazil;23621;4319604
SP;São Simão;Brazil;15322;3550902
GO;São Simão;Brazil;20645;5220405
MG;São Thomé das Letras;Brazil;7089;3165206
MG;São Tiago;Brazil;10941;3165008
MG;São Tomás de Aquino;Brazil;7021;3165107
RN;São Tomé;Brazil;11055;2412906
PR;São Tomé;Brazil;5722;4126108
RS;São Valentim;Brazil;3299;4319703
RS;São Valentim do Sul;Brazil;2242;4319711
TO;São Valério;Brazil;3960;1720499
RS;São Valério do Sul;Brazil;2727;4319737
RS;São Vendelino;Brazil;2243;4319752
RN;São Vicente;Brazil;6424;2413003
SP;São Vicente;Brazil;365798;3551009
MG;São Vicente de Minas;Brazil;7753;3165305
PB;São Vicente do Seridó;Brazil;10775;2515401
RS;São Vicente do Sul;Brazil;8721;4319802
MA;São Vicente Ferrer;Brazil;22247;2111706
PE;São Vicente Ferrer;Brazil;18018;2613800
PB;Sapé;Brazil;52625;2515302
BA;Sapeaçu;Brazil;17398;2929602
MT;Sapezal;Brazil;25881;5107875
RS;Sapiranga;Brazil;81734;4319901
PR;Sapopema;Brazil;6736;4126207
PA;Sapucaia;Brazil;5930;1507755
RJ;Sapucaia;Brazil;18228;3305406
RS;Sapucaia do Sul;Brazil;141075;4320008
MG;Sapucaí-Mirim;Brazil;6930;3165404
RJ;Saquarema;Brazil;89170;3305505
PR;Sarandi;Brazil;96688;4126256
RS;Sarandi;Brazil;24489;4320107
SP;Sarapuí;Brazil;10285;3551108
MG;Sardoá;Brazil;6300;3165503
SP;Sarutaiá;Brazil;3638;3551207
MG;Sarzedo;Brazil;32752;3165537
BA;Sátiro Dias;Brazil;17273;2929701
AL;Satuba;Brazil;13828;2708907
MA;Satubinha;Brazil;13914;2111722
BA;Saubara;Brazil;12043;2929750
PR;Saudade do Iguaçu;Brazil;5500;4126272
SC;Saudades;Brazil;9745;4217303
BA;Saúde;Brazil;12913;2929800
SC;Schroeder;Brazil;21365;4217402
BA;Seabra;Brazil;44091;2929909
SC;Seara;Brazil;17541;4217501
SP;Sebastianópolis do Sul;Brazil;3513;3551306
PI;Sebastião Barros;Brazil;3469;2210623
BA;Sebastião Laranjeiras;Brazil;11434;2930006
PI;Sebastião Leal;Brazil;4294;2210631
RS;Seberi;Brazil;10750;4320206
RS;Sede Nova;Brazil;2907;4320230
RS;Segredo;Brazil;7421;4320263
RS;Selbach;Brazil;5100;4320305
MS;Selvíria;Brazil;6529;5007802
MG;Sem-Peixe;Brazil;2633;3165560
AC;Sena Madureira;Brazil;45848;1200500
MA;Senador Alexandre Costa;Brazil;11141;2111748
MG;Senador Amaral;Brazil;5356;3165578
GO;Senador Canedo;Brazil;115371;5220454
MG;Senador Cortes;Brazil;2005;3165602
RN;Senador Elói de Souza;Brazil;6086;2413102
MG;Senador Firmino;Brazil;7812;3165701
RN;Senador Georgino Avelino;Brazil;4440;2413201
AC;Senador Guiomard;Brazil;23024;1200450
MG;Senador José Bento;Brazil;1502;3165800
PA;Senador José Porfírio;Brazil;11658;1507805
MA;Senador La Rocque;Brazil;14293;2111763
MG;Senador Modestino Gonçalves;Brazil;4156;3165909
CE;Senador Pompeu;Brazil;25496;2312700
AL;Senador Rui Palmeira;Brazil;13870;2708956
CE;Senador Sá;Brazil;7623;2312809
RS;Senador Salgado Filho;Brazil;2779;4320321
PR;Sengés;Brazil;19327;4126306
BA;Senhor do Bonfim;Brazil;79015;2930105
MG;Senhora de Oliveira;Brazil;5786;3166006
MG;Senhora do Porto;Brazil;3523;3166105
MG;Senhora dos Remédios;Brazil;10459;3166204
RS;Sentinela do Sul;Brazil;5581;4320354
BA;Sento Sé;Brazil;40684;2930204
RS;Serafina Corrêa;Brazil;17502;4320404
MG;Sericita;Brazil;7326;3166303
RO;Seringueiras;Brazil;11856;1101500
RS;Sério;Brazil;1962;4320453
MG;Seritinga;Brazil;1851;3166402
RJ;Seropédica;Brazil;82312;3305554
ES;Serra;Brazil;517510;3205002
SC;Serra Alta;Brazil;3263;4217550
SP;Serra Azul;Brazil;14662;3551405
MG;Serra Azul de Minas;Brazil;4293;3166501
PB;Serra Branca;Brazil;13699;2515500
RN;Serra Caiada;Brazil;10395;2410306
PB;Serra da Raiz;Brazil;3148;2515609
MG;Serra da Saudade;Brazil;781;3166600
RN;Serra de São Bento;Brazil;5762;2413300
RN;Serra do Mel;Brazil;11938;2413359
AP;Serra do Navio;Brazil;5397;1600055
BA;Serra do Ramalho;Brazil;31472;2930154
MG;Serra do Salitre;Brazil;11582;3166808
MG;Serra dos Aimorés;Brazil;8699;3166709
BA;Serra Dourada;Brazil;17386;2930303
PB;Serra Grande;Brazil;2909;2515708
SP;Serra Negra;Brazil;29229;3551603
RN;Serra Negra do Norte;Brazil;8078;2413409
MT;Serra Nova Dourada;Brazil;1650;5107883
BA;Serra Preta;Brazil;14878;2930402
PB;Serra Redonda;Brazil;7041;2515807
PE;Serra Talhada;Brazil;86350;2613909
SP;Serrana;Brazil;45107;3551504
MG;Serrania;Brazil;7669;3166907
MA;Serrano do Maranhão;Brazil;10253;2111789
GO;Serranópolis;Brazil;8544;5220504
MG;Serranópolis de Minas;Brazil;4781;3166956
PR;Serranópolis do Iguaçu;Brazil;4495;4126355
MG;Serranos;Brazil;1963;3167004
PB;Serraria;Brazil;6099;2515906
RN;Serrinha;Brazil;6229;2413508
BA;Serrinha;Brazil;80861;2930501
RN;Serrinha dos Pintos;Brazil;4800;2413557
PE;Serrita;Brazil;19165;2614006
MG;Serro;Brazil;20966;3167103
BA;Serrolândia;Brazil;13397;2930600
PR;Sertaneja;Brazil;5284;4126405
PE;Sertânia;Brazil;35907;2614105
PR;Sertanópolis;Brazil;16369;4126504
RS;Sertão;Brazil;5415;4320503
RS;Sertão Santana;Brazil;6486;4320552
PB;Sertãozinho;Brazil;5024;2515930
SP;Sertãozinho;Brazil;125815;3551702
SP;Sete Barras;Brazil;12832;3551801
RS;Sete de Setembro;Brazil;1970;4320578
MG;Sete Lagoas;Brazil;239639;3167202
MS;Sete Quedas;Brazil;10791;5007703
MG;Setubinha;Brazil;12258;3165552
RS;Severiano de Almeida;Brazil;3657;4320602
RN;Severiano Melo;Brazil;2440;2413607
SP;Severínia;Brazil;17496;3551900
SC;Siderópolis;Brazil;14007;4217600
MS;Sidrolândia;Brazil;57665;5007901
PI;Sigefredo Pacheco;Brazil;10041;2210656
RJ;Silva Jardim;Brazil;21774;3305604
GO;Silvânia;Brazil;20695;5220603
TO;Silvanópolis;Brazil;5403;1720655
RS;Silveira Martins;Brazil;2384;4320651
MG;Silveirânia;Brazil;2261;3167301
SP;Silveiras;Brazil;6302;3552007
AM;Silves;Brazil;9171;1304005
MG;Silvianópolis;Brazil;6238;3167400
SE;Simão Dias;Brazil;40484;2807105
MG;Simão Pereira;Brazil;2615;3167509
PI;Simões;Brazil;14633;2210706
BA;Simões Filho;Brazil;134377;2930709
GO;Simolândia;Brazil;6856;5220686
MG;Simonésia;Brazil;19633;3167608
PI;Simplício Mendes;Brazil;12711;2210805
RS;Sinimbu;Brazil;10172;4320677
MT;Sinop;Brazil;142996;5107909
PR;Siqueira Campos;Brazil;21016;4126603
PE;Sirinhaém;Brazil;45865;2614204
SE;Siriri;Brazil;8893;2807204
GO;Sítio d'Abadia;Brazil;2989;5220702
BA;Sítio do Mato;Brazil;13012;2930758
BA;Sítio do Quinto;Brazil;9986;2930766
MA;Sítio Novo;Brazil;18081;2111805
RN;Sítio Novo;Brazil;5522;2413706
TO;Sítio Novo do Tocantins;Brazil;9029;1720804
BA;Sobradinho;Brazil;23191;2930774
RS;Sobradinho;Brazil;14967;4320701
PB;Sobrado;Brazil;7783;2515971
CE;Sobral;Brazil;208935;2312908
MG;Sobrália;Brazil;5553;3167707
SP;Socorro;Brazil;41005;3552106
PI;Socorro do Piauí;Brazil;4569;2210904
PB;Solânea;Brazil;26407;2516003
PB;Soledade;Brazil;14989;2516102
RS;Soledade;Brazil;31002;4320800
MG;Soledade de Minas;Brazil;6151;3167806
PE;Solidão;Brazil;6007;2614402
CE;Solonópole;Brazil;18324;2313005
SC;Sombrio;Brazil;30374;4217709
MS;Sonora;Brazil;19274;5007935
ES;Sooretama;Brazil;30070;3205010
SP;Sorocaba;Brazil;679378;3552205
MT;Sorriso;Brazil;90313;5107925
PB;Sossêgo;Brazil;3555;2516151
PA;Soure;Brazil;25374;1507904
PB;Sousa;Brazil;69444;2516201
BA;Souto Soares;Brazil;16979;2930808
TO;Sucupira;Brazil;1966;1720853
MA;Sucupira do Norte;Brazil;10636;2111904
MA;Sucupira do Riachão;Brazil;5660;2111953
SP;Sud Mennucci;Brazil;7718;3552304
SC;Sul Brasil;Brazil;2461;4217758
PR;Sulina;Brazil;2981;4126652
SP;Sumaré;Brazil;282441;3552403
PB;Sumé;Brazil;16966;2516300
RJ;Sumidouro;Brazil;15623;3305703
PE;Surubim;Brazil;65089;2614501
PI;Sussuapara;Brazil;6730;2210938
SP;Suzanápolis;Brazil;3963;3552551
SP;Suzano;Brazil;297637;3552502
RS;Tabaí;Brazil;4719;4320859
MT;Tabaporã;Brazil;9489;5107941
SP;Tabapuã;Brazil;12407;3552601
AM;Tabatinga;Brazil;65844;1304062
SP;Tabatinga;Brazil;16496;3552700
PE;Tabira;Brazil;28534;2614600
SP;Taboão da Serra;Brazil;289664;3552809
BA;Tabocas do Brejo Velho;Brazil;12518;2930907
RN;Taboleiro Grande;Brazil;2566;2413805
MG;Tabuleiro;Brazil;3750;3167905
CE;Tabuleiro do Norte;Brazil;30697;2313104
PE;Tacaimbó;Brazil;12874;2614709
PE;Tacaratu;Brazil;25765;2614808
SP;Taciba;Brazil;6285;3552908
PB;Tacima;Brazil;10911;2516409
MS;Tacuru;Brazil;11552;5007950
SP;Taguaí;Brazil;13859;3553005
TO;Taguatinga;Brazil;16683;1720903
SP;Taiaçu;Brazil;6295;3553104
PA;Tailândia;Brazil;106339;1507953
SC;Taió;Brazil;18395;4217808
MG;Taiobeiras;Brazil;34132;3168002
TO;Taipas do Tocantins;Brazil;2148;1720937
RN;Taipu;Brazil;12279;2413904
SP;Taiúva;Brazil;5566;3553203
TO;Talismã;Brazil;2793;1720978
PE;Tamandaré;Brazil;23388;2614857
PR;Tamarana;Brazil;14797;4126678
SP;Tambaú;Brazil;23207;3553302
PR;Tamboara;Brazil;5120;4126702
CE;Tamboril;Brazil;26251;2313203
PI;Tamboril do Piauí;Brazil;2919;2210953
SP;Tanabi;Brazil;25967;3553401
RN;Tangará;Brazil;15727;2414001
SC;Tangará;Brazil;8676;4217907
MT;Tangará da Serra;Brazil;103750;5107958
RJ;Tanguá;Brazil;34309;3305752
BA;Tanhaçu;Brazil;20403;2931004
AL;Tanque d'Arca;Brazil;6162;2709004
PI;Tanque do Piauí;Brazil;2765;2210979
BA;Tanque Novo;Brazil;17366;2931053
BA;Tanquinho;Brazil;7918;2931103
MG;Taparuba;Brazil;3110;3168051
AM;Tapauá;Brazil;17156;1304104
PR;Tapejara;Brazil;16205;4126801
RS;Tapejara;Brazil;24111;4320909
RS;Tapera;Brazil;10584;4321006
PB;Taperoá;Brazil;15376;2516508
BA;Taperoá;Brazil;21074;2931202
RS;Tapes;Brazil;17300;4321105
MG;Tapira;Brazil;4773;3168101
PR;Tapira;Brazil;5539;4126900
MG;Tapiraí;Brazil;1875;3168200
SP;Tapiraí;Brazil;7807;3553500
BA;Tapiramutá;Brazil;17010;2931301
SP;Tapiratiba;Brazil;12960;3553609
MT;Tapurah;Brazil;13705;5108006
RS;Taquara;Brazil;57466;4321204
MG;Taquaraçu de Minas;Brazil;4077;3168309
SP;Taquaral;Brazil;2811;3553658
GO;Taquaral de Goiás;Brazil;3529;5221007
AL;Taquarana;Brazil;19980;2709103
RS;Taquari;Brazil;26862;4321303
SP;Taquaritinga;Brazil;57177;3553708
PE;Taquaritinga do Norte;Brazil;28775;2615003
SP;Taquarituba;Brazil;23218;3553807
SP;Taquarivaí;Brazil;5852;3553856
RS;Taquaruçu do Sul;Brazil;3072;4321329
MS;Taquarussu;Brazil;3588;5007976
SP;Tarabai;Brazil;7468;3553906
AC;Tarauacá;Brazil;42567;1200609
CE;Tarrafas;Brazil;8592;2313252
AP;Tartarugalzinho;Brazil;17315;1600709
SP;Tarumã;Brazil;15000;3553955
MG;Tarumirim;Brazil;14326;3168408
MA;Tasso Fragoso;Brazil;8521;2112001
SP;Tatuí;Brazil;121766;3554003
CE;Tauá;Brazil;58859;2313302
SP;Taubaté;Brazil;314924;3554102
PB;Tavares;Brazil;14726;2516607
RS;Tavares;Brazil;5481;4321352
AM;Tefé;Brazil;59849;1304203
PB;Teixeira;Brazil;15161;2516706
BA;Teixeira de Freitas;Brazil;160487;2931350
PR;Teixeira Soares;Brazil;12367;4127007
MG;Teixeiras;Brazil;11661;3168507
RO;Teixeirópolis;Brazil;4308;1101559
CE;Tejuçuoca;Brazil;19187;2313351
SP;Tejupá;Brazil;4532;3554201
PR;Telêmaco Borba;Brazil;78974;4127106
SE;Telha;Brazil;3227;2807303
RN;Tenente Ananias;Brazil;10786;2414100
RN;Tenente Laurentino Cruz;Brazil;5952;2414159
RS;Tenente Portela;Brazil;13485;4321402
PB;Tenório;Brazil;3058;2516755
BA;Teodoro Sampaio;Brazil;7425;2931400
SP;Teodoro Sampaio;Brazil;23148;3554300
BA;Teofilândia;Brazil;22518;2931509
MG;Teófilo Otoni;Brazil;140592;3168606
BA;Teolândia;Brazil;14943;2931608
AL;Teotônio Vilela;Brazil;44169;2709152
MS;Terenos;Brazil;21806;5008008
PI;Teresina;Brazil;864845;2211001
GO;Teresina de Goiás;Brazil;3458;5221080
RJ;Teresópolis;Brazil;182594;3305802
PE;Terezinha;Brazil;7169;2615102
GO;Terezópolis de Goiás;Brazil;8043;5221197
PA;Terra Alta;Brazil;11720;1507961
PR;Terra Boa;Brazil;17094;4127205
RS;Terra de Areia;Brazil;11204;4321436
PE;Terra Nova;Brazil;10096;2615201
BA;Terra Nova;Brazil;13033;2931707
MT;Terra Nova do Norte;Brazil;9667;5108055
PR;Terra Rica;Brazil;16789;4127304
SP;Terra Roxa;Brazil;9370;3554409
PR;Terra Roxa;Brazil;17481;4127403
PA;Terra Santa;Brazil;18769;1507979
MT;Tesouro;Brazil;3805;5108105
RS;Teutônia;Brazil;33232;4321451
RO;Theobroma;Brazil;10444;1101609
CE;Tianguá;Brazil;75946;2313401
PR;Tibagi;Brazil;20522;4127502
RN;Tibau;Brazil;4106;2411056
RN;Tibau do Sul;Brazil;14180;2414209
SP;Tietê;Brazil;42076;3554508
SC;Tigrinhos;Brazil;1633;4217956
SC;Tijucas;Brazil;38407;4218004
PR;Tijucas do Sul;Brazil;16868;4127601
PE;Timbaúba;Brazil;53022;2615300
RN;Timbaúba dos Batistas;Brazil;2414;2414308
SC;Timbé do Sul;Brazil;5348;4218103
MA;Timbiras;Brazil;29124;2112100
SC;Timbó;Brazil;44238;4218202
SC;Timbó Grande;Brazil;7877;4218251
SP;Timburi;Brazil;2658;3554607
MA;Timon;Brazil;169107;2112209
MG;Timóteo;Brazil;89842;3168705
RS;Tio Hugo;Brazil;3030;4321469
MG;Tiradentes;Brazil;7981;3168804
RS;Tiradentes do Sul;Brazil;5704;4321477
MG;Tiros;Brazil;6480;3168903
SE;Tobias Barreto;Brazil;52191;2807402
TO;Tocantínia;Brazil;7545;1721109
TO;Tocantinópolis;Brazil;22870;1721208
MG;Tocantins;Brazil;16659;3169000
MG;Tocos do Moji;Brazil;4101;3169059
MG;Toledo;Brazil;6258;3169109
PR;Toledo;Brazil;140635;4127700
SE;Tomar do Geru;Brazil;13536;2807501
PR;Tomazina;Brazil;7918;4127809
MG;Tombos;Brazil;8022;3169208
PA;Tomé-Açu;Brazil;63447;1508001
AM;Tonantins;Brazil;18755;1304237
PE;Toritama;Brazil;45219;2615409
MT;Torixoréu;Brazil;3609;5108204
RS;Toropi;Brazil;2806;4321493
SP;Torre de Pedra;Brazil;2412;3554656
RS;Torres;Brazil;38732;4321501
SP;Torrinha;Brazil;10010;3554706
RN;Touros;Brazil;33287;2414407
SP;Trabiju;Brazil;1724;3554755
PA;Tracuateua;Brazil;30959;1508035
PE;Tracunhaém;Brazil;13769;2615508
AL;Traipu;Brazil;27715;2709202
PA;Trairão;Brazil;18989;1508050
CE;Trairi;Brazil;55918;2313500
RJ;Trajano de Moraes;Brazil;10626;3305901
RS;Tramandaí;Brazil;51715;4321600
RS;Travesseiro;Brazil;2336;4321626
BA;Tremedal;Brazil;16394;2931806
SP;Tremembé;Brazil;47185;3554805
RS;Três Arroios;Brazil;2668;4321634
SC;Três Barras;Brazil;19275;4218301
PR;Três Barras do Paraná;Brazil;12040;4127858
RS;Três Cachoeiras;Brazil;11053;4321667
MG;Três Corações;Brazil;79482;3169307
RS;Três Coroas;Brazil;28220;4321709
RS;Três de Maio;Brazil;23906;4321808
RS;Três Forquilhas;Brazil;2697;4321832
SP;Três Fronteiras;Brazil;5807;3554904
MS;Três Lagoas;Brazil;121388;5008305
MG;Três Marias;Brazil;32356;3169356
RS;Três Palmeiras;Brazil;4271;4321857
RS;Três Passos;Brazil;23906;4321907
MG;Três Pontas;Brazil;56746;3169406
GO;Três Ranchos;Brazil;2833;5221304
RJ;Três Rios;Brazil;81804;3306008
SC;Treviso;Brazil;3929;4218350
SC;Treze de Maio;Brazil;7081;4218400
SC;Treze Tílias;Brazil;7840;4218509
PE;Trindade;Brazil;30521;2615607
GO;Trindade;Brazil;127599;5221403
RS;Trindade do Sul;Brazil;5802;4321956
PB;Triunfo;Brazil;9455;2516805
PE;Triunfo;Brazil;15254;2615706
RS;Triunfo;Brazil;29538;4322004
RN;Triunfo Potiguar;Brazil;3237;2414456
MA;Trizidela do Vale;Brazil;21998;2112233
GO;Trombas;Brazil;3500;5221452
SC;Trombudo Central;Brazil;7360;4218608
SC;Tubarão;Brazil;105686;4218707
BA;Tucano;Brazil;50687;2931905
PA;Tucumã;Brazil;39602;1508084
RS;Tucunduva;Brazil;5678;4322103
PA;Tucuruí;Brazil;113659;1508100
MA;Tufilândia;Brazil;5840;2112274
SP;Tuiuti;Brazil;6894;3554953
MG;Tumiritinga;Brazil;6732;3169505
SC;Tunápolis;Brazil;4543;4218756
RS;Tunas;Brazil;4569;4322152
PR;Tunas do Paraná;Brazil;8769;4127882
PR;Tuneiras do Oeste;Brazil;8566;4127908
MA;Tuntum;Brazil;41832;2112308
SP;Tupã;Brazil;65524;3555000
MG;Tupaciguara;Brazil;25327;3169604
PE;Tupanatinga;Brazil;27304;2615805
RS;Tupanci do Sul;Brazil;1472;4322186
RS;Tupanciretã;Brazil;23948;4322202
RS;Tupandi;Brazil;4855;4322251
RS;Tuparendi;Brazil;7893;4322301
PE;Tuparetama;Brazil;8202;2615904
PR;Tupãssi;Brazil;8124;4127957
SP;Tupi Paulista;Brazil;15495;3555109
TO;Tupirama;Brazil;1891;1721257
TO;Tupiratins;Brazil;2671;1721307
MA;Turiaçu;Brazil;35604;2112407
MA;Turilândia;Brazil;25619;2112456
SP;Turiúba;Brazil;2016;3555208
MG;Turmalina;Brazil;19964;3169703
SP;Turmalina;Brazil;1727;3555307
RS;Turuçu;Brazil;3438;4322327
CE;Tururu;Brazil;16271;2313559
GO;Turvânia;Brazil;4598;5221502
GO;Turvelândia;Brazil;5281;5221551
PR;Turvo;Brazil;13215;4127965
SC;Turvo;Brazil;12899;4218806
MG;Turvolândia;Brazil;5040;3169802
MA;Tutóia;Brazil;58860;2112506
AM;Uarini;Brazil;13540;1304260
BA;Uauá;Brazil;24240;2932002
MG;Ubá;Brazil;115552;3169901
MG;Ubaí;Brazil;12533;3170008
BA;Ubaíra;Brazil;19895;2932101
BA;Ubaitaba;Brazil;19056;2932200
CE;Ubajara;Brazil;34792;2313609
MG;Ubaporanga;Brazil;12471;3170057
SP;Ubarana;Brazil;6309;3555356
BA;Ubatã;Brazil;27035;2932309
SP;Ubatuba;Brazil;90799;3555406
MG;Uberaba;Brazil;333783;3170107
MG;Uberlândia;Brazil;691305;3170206
